,id,omeka_url
469,0071824cx068-01,https://v3.imaginerio.org/api/items/483
470,0071824cx068-09,https://v3.imaginerio.org/api/items/484
471,0071824cx068-10,https://v3.imaginerio.org/api/items/485
472,0071824cx068-11,https://v3.imaginerio.org/api/items/486
473,0071824cx068-12,https://v3.imaginerio.org/api/items/487
474,0071824cx068-13,https://v3.imaginerio.org/api/items/488
475,0071824cx068-16,https://v3.imaginerio.org/api/items/489
476,0071824cx070-02,https://v3.imaginerio.org/api/items/490
477,0071824cx070-03,https://v3.imaginerio.org/api/items/491
478,0071824cx070-04,https://v3.imaginerio.org/api/items/492
479,0071824cx070-08,https://v3.imaginerio.org/api/items/493
480,0071824cx070-09,https://v3.imaginerio.org/api/items/494
481,0071824cx070-10,https://v3.imaginerio.org/api/items/495
